college_name,about,address,affiliated,state,college_type,established,exam,courses,accreditations,approvals,gender,student_count,faculty_count,gender_percentage,campus_size,website_link
"Dr Kalam Polytechnic College, Thanjavur",NA,"Dr Kalam Polytechnic College, Periyanayagipuram, Aavanam Post, Peravurani Taluk, Thanjavur District–614623, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2008,NA,"1, Degrees and , ,5, Courses",NA,Affiliated,Co-ed,512,38,NA,"10, acres",https://www.careers360.com/colleges/dr-kalam-polytechnic-college-thanjavur
"Dr NGP Institute of Technology, Coimbatore",NA,"Dr. NGP Institute of Technology, Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2007,TANCET,"4, Degrees and , ,18, Courses",NAAC,Affiliated,Co-ed,2017,184,Male 64% and Female 36%,"19, acres",https://www.careers360.com/colleges/dr-ngp-institute-of-technology-coimbatore
"Dr Nagarathinam's College of Engineering, Namakkal",NA,"Dr. Nagarathinam's College of Engineering, Anathagoundampalayam, Minakkal-Post, Mallur, Rasipuram, Namakkal -637505, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2009,NA,"2, Degrees and , ,10, Courses",NA,Affiliated,Co-ed,208,96,NA,"9, acres",https://www.careers360.com/colleges/dr-nagarathinams-college-of-engineering-namakkal
"Dr MGR Polytechnic College, Arni",NA,"Dr MGR Polytechnic College, Acs Nagar, Irumbedu-632317, Thiruvannamalai, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1995,NA,"1, Degrees and , ,6, Courses",NA,Affiliated,NA,736,52,NA,"10, acres",https://www.careers360.com/colleges/dr-mgr-polytechnic-college-arni
"Dr Nalli Kuppusamy Arts College, Thanjavur",NA,"Dr Nalli Kuppusamy Arts College, Dr. T. Vellasamy Nadar Nagar, Thittai Main Road, Manakarambai, Ramapuram Post, Thanjavur-613003, Tamil Nadu, India","Bharathidasan University, Tiruchirappalli",Tamil Nadu,Private,1997,NA,"9, Degrees and , ,19, Courses",NA,Affiliated,Co-ed,841,42,NA,"6, acres",https://www.careers360.com/colleges/dr-nalli-kuppusamy-arts-college-thanjavur
"Dr Nallini Institute of Engineering and Technology, Tirupur",NA,"Dr.Nallini Institute of Engineering and Technology, 68, Ram Nagar, Palani Road, Dharapuram, District-Tirupur -638673, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2009,NA,"1, Degrees and , ,5, Courses",NA,Affiliated,Co-ed,NA,NA,NA,NA,https://www.careers360.com/colleges/dr-nallini-institute-of-engineering-and-technology-tirupur
"Dr MGR Educational and Research Institute, Chennai"," is a , established in ,. The university offers a total of , courses at diploma, ,and, levels. These courses are offered across multiple streams such as ,, law, ,, commerce, management and others. For admission in the , and , programmes, candidates' marks in , and ,/JEE Main paper,, respectively are taken into consideration. Dr M.G.R. Educational and Research Institute, fee structure ranges from ,. Courses at the , level are offered across , specialisations.","Dr MGR Educational and Research Institute, Periyar E.V.R. High Road, (NH 4 Highway) Maduravoyal, Chennai - 600095, Tamil Nadu",NA,Tamil Nadu,Private,2003,JEE Main,"32, Degrees and, ,248, Courses",NAAC,UGC,Co-ed,15852,944,Male 51% and Female 49%,"300, acres",https://www.careers360.com/university/dr-mgr-educational-and-research-institute-chennai
"Dr Navalar Nedunchezhiyan College of Engineering, Tholudur",NA,"Dr. Navalar Nedunchezhiyan College of Engineering, Raja Nagar, Vaithiyanathapuram, Cuddalore District, Tholudur -606303, Tamilnadu, India","Anna University, Chennai",Tamil Nadu,Private,1995,NA,"2, Degrees and , ,6, Courses",NA,Affiliated,Co-ed,316,83,NA,"14, acres",https://www.careers360.com/colleges/dr-navalar-nedunchezhiyan-college-of-engineering-tholudur
"Dr Pauls Engineering College, Villupuram",NA,"Dr. Pauls Engineering College, Pauls Nagar, NH:66,  Pullichapalayam Village, Vanur Taluk, Villupuram-District, Pincode-605109, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,1998,NA,"1, Degrees and , ,5, Courses",NA,Affiliated,NA,279,66,NA,"12, acres",https://www.careers360.com/colleges/dr-pauls-engineering-college-villupuram
"Dr SNS Rajalakshmi College of Arts and Science, Coimbatore",NA,"Dr. SNS Rajalakshmi College of Arts and Science, 486, Thudiyalur-Saravanampatti Road, Chinnavedampatti (Post), Coimbatore - 641049, Tamil Nadu, India","Bharathiar University, Coimbatore",Tamil Nadu,Private,1999,NA,"12, Degrees and, ,49, Courses",NAAC,Autonomous,Co-ed,2883,162,Male 40% and Female 60%,NA,https://www.careers360.com/colleges/dr-sns-rajalakshmi-college-of-arts-and-science-coimbatore
"ES Engineering College, Villupuram",NA,"ES Engineering College, E.S. Nagar, NH 45, Chennai Trunk Road, Ayyankoilpattu, Villupuram -605602, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2007,NA,"1, Degrees and, ,5, Courses",NA,Affiliated,Co-ed,135,75,NA,"8, acres",https://www.careers360.com/colleges/es-engineering-college-villupuram
"Dusi Polytechnic College, Tiruvannamalai",NA,"Dusi Polytechnic College, Periyar Nagar, Pallavaram Road, TV Malai Dt, Tamil Nadu, India, Pin code: 631702,","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1994,NA,"1, Degrees and , ,5, Courses",NA,Affiliated,Co-ed,1108,73,NA,"5, acres",https://www.careers360.com/colleges/dusi-polytechnic-college-tiruvannamalai
"Dr Sivanthi Aditanar College of Engineering, Thoothukudi",NA,"Dr. Sivanthi Aditanar College of Engineering, Paalayamkottai Road, District-Tuticorin, Tiruchendur-628215, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,1995,NA,"3, Degrees and , ,9, Courses",NA,Affiliated,Co-ed,1180,126,NA,"87, acres",https://www.careers360.com/colleges/dr-sivanthi-aditanar-college-of-engineering-thoothukudi
"EGS Pillay Polytechnic College, Nagapattinam",NA,"EGS Pillay Polytechnic College, South Palpannaicheery, Nagapattinam Collectorate (Po), Nagapattinam,Pin-611003, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2011,NA,"1, Degrees and , ,5, Courses",NA,Affiliated,Co-ed,1258,55,NA,"3, acres",https://www.careers360.com/colleges/egs-pillay-polytechnic-college-nagapattinam
"Dr Umayal Ramanathan College for Women, Karaikudi",NA,"Dr Umayal Ramanathan College for Women, Alagappapuram, Karaikudi, Sivagangai District- 630003, Tamil Nadu, India","Alagappa University, Karaikudi",Tamil Nadu,Private,2006,NA,"8, Degrees and , ,20, Courses",NAAC,Affiliated,NA,1652,74,NA,"15, acres",https://www.careers360.com/colleges/dr-umayal-ramanathan-college-for-women-karaikudi
"EGS Pillay Engineering College, Nagapattinam","EGS Pillay Engineering College, Nagapattinam in the year 1995 by the G. S. Pillay & Sons Educational & Charitable Trust, Nagapattinam  with the sanction of the Government of Tamil Nadu. It is a private institution spread over an area of 6 acres of land. EGS Pillay Engineering College, Nagapattinam has been approved by the All India Council for Technical Education, New Delhi. The institute is affiliated to ,. It is accredited by NAAC with grade ‘A’. EGS Pillay Engineering College, Nagapattinam offers ,/B.Tech, ,, M.C.A and , in engineering, , and IT, management and business administration streams. The total number of faculty members there in the institute is 217 and the total student enrollment is 2740. ","EGS Pillay Engineering College, Nagapattinam, Tamil Nadu - 611002, India","Anna University, Chennai",Tamil Nadu,Private,1995,NA,"4, Degrees and, ,16, Courses",NAAC,Affiliated,Co-ed,2740,217,Male 71% and Female 29%,"6, acres",https://www.careers360.com/colleges/egs-pillay-engineering-college-nagapattinam
"EASA College of Engineering and Technology, Coimbatore",NA,"EASA College of Engineering and Technology, Navakarai (P.O), Palakkad Main Road, Coimbatore-641105, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2008,TANCET,"3, Degrees and , ,15, Courses",NA,Affiliated,Co-ed,1019,137,NA,"10, acres",https://www.careers360.com/colleges/easa-college-of-engineering-and-technology-coimbatore
"Einstein College of Engineering, Tirunelveli",NA,"Einstein College of Engineering, Sir C.V.Raman Nagar, Seethaparpanalur, Tirunelveli-627012, Tamilnadu, India","Anna University, Chennai",Tamil Nadu,Private,2004,NA,"3, Degrees and , ,12, Courses",NA,Affiliated,Co-ed,934,142,NA,"30, acres",https://www.careers360.com/colleges/einstein-college-of-engineering-tirunelveli
"Enathi Rajappa Arts and Science College, Pattukkottai",NA,"Enathi Rajappa Arts and Science College, Rajappa Nagar, Pudukkottai Road, Enathi, Pattukkottai, Pincode-614615, Tamilnadu, India","Bharathidasan University, Tiruchirappalli",Tamil Nadu,Private,1999,NA,"7, Degrees and , ,17, Courses",NA,Affiliated,Co-ed,630,38,NA,"15, acres",https://www.careers360.com/colleges/enathi-rajappa-arts-and-science-college-pattukkottai
"Eit Polytechnic College, Erode",NA,"EIT Polytechnic College, 65-A Pethampalayam Road, Kavindapadi- 638455, Erode (Dt), Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1980,NA,"1, Degrees and , ,6, Courses",NA,Affiliated,Co-ed,684,45,NA,"52, acres",https://www.careers360.com/colleges/eit-polytechnic-college-erode
"Elizabeth College of Engineering and Technology, Annamangalam",NA,"Elizabeth College of Engineering and Technology, Annamangalam (PO), Veppanthattai (TK), Perambalur (Dt)., Tamil Nadu, Pincode: 621102, India","Anna University, Chennai",Tamil Nadu,Private,2013,NA,"1, Degrees and , ,4, Courses",NA,Affiliated,Co-ed,11,58,NA,"12, acres",https://www.careers360.com/colleges/elizabeth-college-of-engineering-and-technology-annamangalam
"Elumalaiyan Polytechnic College, Kollumangudi",NA,"Elumalaiyan Polytechnic College, State Highway 23, Thiruvarur Main Road, Near Sugar Mill, , Kollumankudi, Thiruvarur, Tamil Nadu, Pin code: 609403, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2007,NA,"1, Degrees and , ,5, Courses",NA,Affiliated,Co-ed,789,49,NA,"14, acres",https://www.careers360.com/colleges/elumalaiyan-polytechnic-college-kollumangudi
"Easwari Engineering College, Chennai"," is a private college that was established in ,. Previously, , was affiliated with the ,, and later with ,. Easwari Engineering College Chennai has received approval from the All India Council for Technical Education, and the Government of Tamil Nadu. The college has been accredited by the National Assessment and Accreditation Council , with an ‘, grade and it is an ,-certified college. The institute has been ranked at , position in the NIRF Ranking , for the Engineering category. The college campus is , acres in size and has , faculty members with , students enrolled.","Easwari Engineering College, Bharathi Salai, Ramapuram, Chennai - 600089, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,1996,TANCET,"4, Degrees and, ,25, Courses",NAAC,Autonomous,Co-ed,3732,251,Male 70% and Female 30%,"8, acres",https://www.careers360.com/colleges/easwari-engineering-college-chennai
"Er Perumal Manimekalai Polytechnic College, Hosur",NA,"Er Perumal Manimekalai Polytechnic College, Hosur to Krishnagiri Highways, Near Koneripalli (PO), Hosur, Krishnagiri District,  Tamil Nadu - 635 117, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1996,NA,NA,NA,Affiliated,NA,1773,86,NA,"35, acres",https://www.careers360.com/colleges/er-perumal-manimekalai-polytechnic-college-hosur
"Elumalai Polytechnic College, Villupuram",NA,"Elumalai Polytechnic College, 3/249C, E.S.Nagar, NH 45, Chennai Trunk Road, Ayyankoilpattu, Villupuram–605601, Tamilnadu, India.","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1983,NA,"1, Degrees and , ,7, Courses",NA,Affiliated,Co-ed,1130,87,NA,"95, acres",https://www.careers360.com/colleges/elumalai-polytechnic-college-villupuram
"Excel College of Engineering and Technology, Namakkal",NA,"Excel College of Engineering and Technology, NH 55 Salem Main Road, Sankari West Post, Tiruchengode-Taluk, Pallakapalayam, District-Namakkal, Pincode-637303, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2009,NA,"1, Degrees and , ,5, Courses",NA,Affiliated,Co-ed,892,NA,NA,"150, acres",https://www.careers360.com/colleges/excel-college-of-engineering-and-technology-namakkal
"Er Perumal Manimekalai College of Engineering, Hosur",NA,"Er Perumal Manimekalai College of Engineering, Hosur to Krishnagiri Highways, Nallaganakothapalli, Near Koneripalli (PO), Hosur, Krishnagiri-635117, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2002,TANCET,"5, Degrees and, ,19, Courses",NAAC,Affiliated,Co-ed,1542,198,Male 63% and Female 37%,"35, acres",https://www.careers360.com/colleges/er-perumal-manimekalai-college-of-engineering-hosur
"Erode Institute of Chemical Technology Polytechnic College, Avinashi",NA,"Erode Institute of Chemical Technology Polytechnic College, Avinashi, Uthukuli Main Road, Nadupatti (PO), Vijayamangalam (Via), Tirupur, Pincode 638056, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1983,NA,"1, Degrees and , ,9, Courses",NA,Affiliated,Co-ed,89,29,NA,"26, acres",https://www.careers360.com/colleges/erode-institute-of-chemical-technology-polytechnic-college-avinashi
"Erode Kongu College of Polytechnic, Erode",NA,"Erode Kongu College of Polytechnic, Gnanipalayam Post, Chennimalai Road, Vadamugam Vellode, Erode Dt., Tamil Nadu-638112, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2008,NA,"1, Degrees and , ,6, Courses",NA,Affiliated,Co-ed,154,12,NA,"5, acres",https://www.careers360.com/colleges/erode-kongu-college-of-polytechnic-erode
"Erode Arts and Science College, Erode",NA,"Erode Arts and Science College, 205, Chennimalai Road, Rangampalayam, Erode - 638009, Tamil Nadu, India","Bharathiar University, Coimbatore",Tamil Nadu,Private,1972,NA,"12, Degrees and , ,82, Courses",NAAC,Autonomous,Co-ed,4176,214,Male 63% and Female 37%,"20, acres",https://www.careers360.com/colleges/erode-arts-and-science-college-erode
"Everest Polytechnic College, Tirunelveli",NA,"Everest Polytechnic College, Tenkasimaduri, NH Road, Everest Nagar, Kadayanallur-627751, Tamilnadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2010,NA,"1, Degrees and , ,5, Courses",NA,Affiliated,Co-ed,241,39,NA,"5, acres",https://www.careers360.com/colleges/everest-polytechnic-college-tirunelveli
"Excel College of Architecture and Planning, Namakkal",NA,"Excel College of Architecture and Planning, NH-544, Salem Main Road, Pallakapalayam, Sankari West (PO), Komarapalayam, Namakkal, Pincode: 637303, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2009,JEE Main,"2, Degrees and , ,2, Courses",NA,Affiliated,Co-ed,434,90,NA,"130, acres",https://www.careers360.com/colleges/excel-college-of-architecture-and-planning-namakkal
"Erode Sengunthar Engineering College, Thudupathi"," was established by Erode Sengunthar Educational Trust in the year 1996. The institute is also known as ESEC Thudupathi and is a self-financed and private college run by Erode Sengunthar Educational Trust. ESEC Thudupathi is affiliated to Anna University and is approved by All India Council for Technical Education (AICTE), Ministry of Human Resource Development, Government of India, New Delhi. Civil Engineering, Computer Science and Engineering, Electrical and Electronics Engineering, Electronics & Communication Engineering, Electronics and Instrumentation Engineering, Mechanical Engineering, Chemical Engineering, Bio-Medical Engineering, Information Technology, AI & Data Science Engineering, Robotics and Automation Engg, Agriculture Engineering, Computer Applications, Management Studies, Science and Humanities and Physical Education is the department of Erode Sengunthar Engineering College, Thudupathi that offers undergraduate, postgraduate and doctoral programmes to the students.","Erode Sengunthar Engineering College, Thudupathi Post, Perundurai, Erode – 638 057, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,1996,TANCET,"5, Degrees and, ,24, Courses",NAAC,Affiliated,Co-ed,1989,269,Male 71% and Female 29%,"56, acres",https://www.careers360.com/colleges/erode-sengunthar-engineering-college-thudupathi
"Excel College of Technology, Namakkal",NA,"Excel College of Technology, NH-47, Salem Main Road, Sankari West  Post, Triuchengode Taluk, Pallakkapalayam, Pin:637303,  Namakkal Dt., Tamilnadu, India","Anna University, Chennai",Tamil Nadu,Private,2009,NA,NA,NA,Affiliated,Co-ed,1863,195,NA,NA,https://www.careers360.com/colleges/excel-college-of-technology-namakkal
